TractFIPS,TractFIPS_2018_str,StateAbbr,StateDesc,CityName,Annual Checkup,Arthritis,Binge Drinking,COPD,Cancer (except skin),Cholesterol Screening,Chronic Kidney Disease,Colorectal Cancer Screening,Core preventive services for older men,Core preventive services for older women,Coronary Heart Disease,Current Asthma,Current Smoking,Dental Visit,Diabetes,Health Insurance,High Blood Pressure,High Cholesterol,Mammography,Mental Health,Obesity,Pap Smear Test,Physical Health,Physical Inactivity,Sleep <7 hours,Stroke,Taking BP Medication,Teeth Loss
47037010103,47037010103,TN,Tennessee,Nashville,70.6,32.6,16,8.9,8,83.5,2.9,68,34.3,38.5,7.8,9.8,21.7,68.3,10.8,11.1,37.8,42.4,77.5,12.6,29.6,83.2,14.3,25.2,36.2,3.3,81.4,13.2
47037010104,47037010104,TN,Tennessee,Nashville,70.4,32.9,15.6,9.3,7.8,82.6,3,66.3,32.2,37,8,10.1,23.1,65.7,11.4,12,37.8,42.1,77.8,13.3,30.6,82.8,15,27.1,37.1,3.6,81.4,14.9
47037010105,47037010105,TN,Tennessee,Nashville,78.4,32,12.4,7.6,6.7,82.4,3.4,69.9,26.3,33.7,7,11.2,19.8,63.3,15.9,13.5,47.6,40.8,83.5,11.9,37.5,86.2,13.9,28.3,43.1,4.3,84.6,15.1
47037010106,47037010106,TN,Tennessee,Nashville,74.2,29.8,12.7,8.8,5.6,75.4,3.5,60.6,25.6,29.3,6.8,12.1,26.2,53.1,14.4,18.2,44.3,38.7,81.7,15.4,40.3,86.3,16.3,33,45.9,4.4,79.9,22
47037010201,47037010201,TN,Tennessee,Nashville,73.2,28.4,15.3,7.1,6.6,80.5,2.8,68.4,32.6,38.1,6.3,10.2,19.6,66.7,11.2,12.7,38.8,38.7,80,12,32.6,85.4,12.7,24.8,39.7,3.2,80.5,12.9
47037010202,47037010202,TN,Tennessee,Nashville,70.9,32.7,16,8.9,8.1,83.3,2.9,68.4,33.8,39.4,7.8,9.8,21.4,68.7,11,11.1,38.2,42.8,77.4,12.5,29.4,82.8,14.2,25.2,36.2,3.3,81.7,12.9
47037010401,47037010401,TN,Tennessee,Nashville,68,30.1,14.2,10.6,6.1,71.7,3.5,58.9,27.1,30.2,8,11.8,28.3,50.7,12.6,23,37.1,39.6,76.7,17.1,35.6,82.7,18,34.8,42.1,4.3,77.1,25.1
47037010402,47037010402,TN,Tennessee,Nashville,66.6,31.1,12.6,12.8,5.1,65.6,4,50.4,21.9,24.8,8.4,12.8,35.1,39,15.1,27.8,40.4,41.6,77.7,20.9,42.1,82.5,21.9,42.1,45.7,5.2,76,34.2
47037010501,47037010501,TN,Tennessee,Nashville,68.3,31,16,9.5,7,77.7,3.1,64.2,31.2,34.6,7.3,10.7,24.8,62.1,10.7,14,36.6,40.8,77.5,14.8,31.7,83.5,15.5,27.7,38.4,3.5,78.8,16.7
47037010502,47037010502,TN,Tennessee,Nashville,68.1,27.3,16.7,7.9,5.7,78.5,2.7,63.5,30.6,34.9,5.8,10.5,24,62.7,10.3,13.9,33.5,37.1,79.2,14.2,32.5,84.2,14.1,26.5,39.9,3,77,15.3
47037010601,47037010601,TN,Tennessee,Nashville,70.1,27.1,16,7.6,6.2,76.7,2.7,64.6,31.8,35.5,6.2,10.5,22.6,62.6,10.3,17.1,35.9,37.8,78,13.5,31.9,84.1,13.6,27.6,40.1,3.1,78,16
47037010602,47037010602,TN,Tennessee,Nashville,70.3,28.8,14,9,5.7,73.3,3.3,60.3,26.9,30.2,6.9,11.5,26.1,54,12.8,20.1,39.7,39.1,79.8,15.7,37,84.7,16.3,32.6,43.1,4,78.4,21.7
47037010701,47037010701,TN,Tennessee,Nashville,66.8,29.4,14.1,10.7,5.1,70.5,3.5,54,24.8,27.4,7.4,11.8,30.9,47.6,13.1,22.4,37.8,39.6,78.6,18.2,38.7,83,18.9,36,43.6,4.3,76.2,26.5
47037010702,47037010702,TN,Tennessee,Nashville,70.7,37.6,11,14.7,7.5,71.4,5.1,53.3,23.2,24.4,11.7,12.4,30.3,42.1,18.1,26.3,46.1,45.7,77.1,18.7,39.9,82.4,23.1,42.9,43.3,6.9,81.7,32.9
47037010801,47037010801,TN,Tennessee,Nashville,71.1,27.9,15.2,8,6,75.6,2.9,64.2,30.9,34.7,6.3,11,23.3,60.5,11.1,16.4,37.5,38.1,79.4,14.3,34.1,84.5,14.3,28.5,41.6,3.3,78.4,16.5
47037010802,47037010802,TN,Tennessee,Nashville,74.4,36.8,12.3,10.2,9.3,82.9,4,65.6,30.5,32.7,9.9,10.3,20.2,62.3,14,14.6,43,42.9,78.3,12.6,31.5,84.2,16.3,30.8,37.5,5,84.1,17.6
47037010901,47037010901,TN,Tennessee,Nashville,72.4,28.4,15.9,7.3,6.8,79.1,2.8,67.8,33.1,38.4,6.5,10.2,20.2,66.7,10.7,13.1,38.5,39.2,79.4,12.3,31.4,84.8,12.8,24.9,39.2,3.2,80.1,13.6
47037010903,47037010903,TN,Tennessee,Nashville,72.7,27.9,12.2,9.4,4.1,68.8,3.6,54.7,21,25.2,6,13.6,31.1,43.8,15.4,23.7,44,37.3,83.3,18.6,45,85.5,18.4,38,49.8,4.7,77.2,28.9
47037010904,47037010904,TN,Tennessee,Nashville,76.8,32.3,10.4,10.3,5.4,73.5,4.2,58.6,21.4,26.8,7.6,13.9,27.8,46.7,18,21,46.9,39.6,82.9,17.3,43.9,85.1,18.8,38.1,48.2,5.7,81.4,27.6
47037011001,47037011001,TN,Tennessee,Nashville,71.1,30.8,12.3,11,5.1,70.5,3.9,54.6,22.1,26.4,7.7,13.1,31.2,44.5,16,23.6,42.9,40.1,80.7,18.6,41.6,83.4,19.6,38.8,46.8,5.2,79,29.7
47037011002,47037011002,TN,Tennessee,Nashville,71.2,27.9,14.8,8.1,6,76,3,63.3,29.5,33.3,6.5,11.1,23.3,59.6,11.5,16.1,37,37.3,80.2,14.3,34.1,84.8,14.4,28.6,41.4,3.6,78.2,17.7
47037011100,47037011100,TN,Tennessee,Nashville,68.9,28.9,16.7,7.9,6.9,78.9,2.8,65.6,32.4,35.4,6.7,10,22,65.9,9.8,13,35.5,39.3,78.4,13.1,30,84.4,13.6,25.3,37.6,3.1,78.5,14.5
47037011200,47037011200,TN,Tennessee,Nashville,68,25.8,17.2,7.3,5.7,76.8,2.6,64.3,31,34.9,5.6,10.3,23,63.9,9.4,13.4,33.6,36.5,79.9,13.7,31.7,85.3,13.1,24.9,39.3,2.9,76.2,14.6
47037011300,47037011300,TN,Tennessee,Nashville,69.1,28,14.3,9.4,5,69.9,3.3,57.6,24.4,29.6,6.6,12,28.8,50.1,13.4,22.8,40.1,39.5,79.4,16.9,38.3,83.4,17.3,34.7,44.5,4.1,77.3,24.8
47037011400,47037011400,TN,Tennessee,Nashville,71.5,26.1,14.8,7.3,5,72.4,3,63.4,25,30.9,5.7,11.4,23.4,57.8,12.3,16.1,39.7,37.2,82.6,14.4,36.4,85.7,13.9,28.6,43,3.7,78.5,19.2
47037011500,47037011500,TN,Tennessee,Nashville,70.6,27.7,16.6,7.1,6.7,79.6,2.7,67.7,33.2,37.3,6.2,9.9,20.6,67.4,10,11.9,36.1,38.1,79.9,12.3,30.3,85.2,12.5,24.2,38.2,3,79.3,13.3
47037011600,47037011600,TN,Tennessee,Nashville,70.6,26.8,16.6,6.7,6.3,79.3,2.7,67.7,32.5,36.3,5.9,9.9,19.9,67.2,10.1,11.8,36.1,37.4,81.2,12.1,31.3,86,12.2,23.6,38.8,3,79,12.9
47037011700,47037011700,TN,Tennessee,Nashville,67.2,20.5,19.6,5.6,4.3,71.2,2.2,65.5,29.5,34.6,4.2,9.9,21.4,64.7,8.2,13.7,30.3,32.6,81.7,13,30.6,85.7,11,22.6,39.7,2.3,72.8,14.3
47037011800,47037011800,TN,Tennessee,Nashville,73.3,30.1,11.4,10.4,4.7,71.9,4.1,55.6,18.9,24,7.1,14.2,30.5,43.6,16.8,23,43.2,36.8,83.1,18.9,44,85.8,19.3,38.4,48.6,5.6,78.9,31.6
47037011900,47037011900,TN,Tennessee,Nashville,70.4,24.3,14.8,7.3,4.2,68.6,3.1,60.4,21.9,26.7,5.4,11.8,25.5,52.5,12.6,19.5,38.6,35.5,83.5,15.8,38.5,85.5,14.6,31.1,44.9,3.8,76.4,23.1
47037012100,47037012100,TN,Tennessee,Nashville,66.2,21.2,20,5,5.3,79.4,2,69.3,35.6,40,4,9.1,17.7,73.3,6.5,9.4,27.1,32.7,81.2,11.2,26.8,86.8,9.6,18.1,35.7,1.9,72.9,9.2
47037012200,47037012200,TN,Tennessee,Nashville,66.2,20.7,20,5.1,4.9,78.5,2,68.7,35.2,40.4,4,9.5,18.5,71.7,6.8,10.3,26.5,31.7,80.7,11.6,27.5,86.7,9.9,18.7,36.3,1.9,72.3,9.8
47037012600,47037012600,TN,Tennessee,Nashville,71.4,29,12.5,10.5,4.4,69.4,3.9,55.4,19,23.7,6.8,13.9,32.5,42,16,24.3,41.3,36.8,81.8,19.5,43.6,84.8,19.3,38.9,48.5,5.2,77.5,31.6
47037012701,47037012701,TN,Tennessee,Nashville,77.3,34.2,9.9,11,5.6,74.1,4.7,58.7,19.1,24.6,8.6,13.7,28.2,43.8,20.4,21.9,50.2,41,83.5,17.3,46.1,85.8,19.8,40.1,49,6.7,82.7,30.7
47037012702,47037012702,TN,Tennessee,Nashville,77.7,32.2,11.7,8.5,6.2,78.8,3.9,64.2,23.4,29.1,7.6,12,22.5,56,17.2,16,48.9,40.5,83.8,13.7,40.6,86.6,15.9,32.2,45.8,5.2,83.5,20.8
47037012801,47037012801,TN,Tennessee,Nashville,78,36.8,9.8,11.2,6.6,76.9,5,60.4,20.4,25.6,9.8,13,25.8,47.7,21.4,19.5,53.3,44.1,83.1,16,44.6,86.1,19.8,38.4,47.2,7,84.8,27.3
47037012802,47037012802,TN,Tennessee,Nashville,75,35.1,10.6,11.3,6.4,76.4,4.4,58.8,21.1,25.3,8.8,13.3,28.4,48.1,18.1,20.1,46.9,41,81.4,17.4,41.6,84.3,19.7,38.7,46.3,6.2,83,28.5
47037013000,47037013000,TN,Tennessee,Nashville,64.3,17.5,25.9,5.5,3.4,65.5,1.8,62.6,28.8,,4.6,8.2,29.9,58.1,8.3,19.4,39.7,37.2,79.6,12.2,34.5,82.4,11.2,23.9,45.1,2.1,69.3,14.5
47037013100,47037013100,TN,Tennessee,Nashville,70.4,30.3,15.3,8.8,6.5,79.4,3,64.7,29.7,34.7,7.1,10.6,24.2,61.8,11.7,14.5,37.8,39.9,79.3,14,32.9,83.2,14.9,28.3,40.2,3.5,79.7,16.3
47037013201,47037013201,TN,Tennessee,Nashville,69.7,29.2,15.3,8,7.2,78.1,2.8,66.8,32.4,37.9,7.1,9.6,21.1,65.4,10.6,13.8,36.7,41.7,76.9,12.4,26.9,80.3,13.3,26.8,37.4,3.1,80.6,14.3
47037013202,47037013202,TN,Tennessee,Nashville,66,26.3,17.6,8.2,5.7,74.6,2.6,62.8,30.8,35.5,5.9,10.4,25.6,60.8,9.4,16.4,32.3,37.7,76.9,14.8,30.8,82.5,14.2,27.5,39.4,2.9,75.4,16.8
47037013300,47037013300,TN,Tennessee,Nashville,65.3,25.7,16.1,8.6,5,70.2,2.9,58.4,27.5,31.1,6.2,10.8,26.2,55,10.3,19.1,33.3,37.6,78.3,16,33.7,83.6,15.4,29.9,40.2,3.3,74.2,20.6
47037013400,47037013400,TN,Tennessee,Nashville,65.8,19.1,21.4,4,5.3,80.6,1.7,73.3,38.6,43.5,3.4,8.7,14.5,78.1,5.2,7.3,23,30.1,80.9,10,23.6,87.2,7.9,14.7,33.3,1.5,71.5,6.3
47037013500,47037013500,TN,Tennessee,Nashville,65.6,18.8,18.4,5.4,3.8,69.2,2.2,64.1,28,33.1,3.7,10.5,21.1,62.7,7.4,13.4,27.1,29.6,83.1,13.8,30.3,85.6,10.7,22.4,39.1,2.2,69.8,15.6
47037013601,47037013601,TN,Tennessee,Nashville,73.8,25.3,11.6,8.9,3.8,63,3.6,53.9,18.2,21.9,6.1,14.2,29.2,42.7,14.7,23.2,41,35.3,83.8,19.1,42.6,83.3,17.3,37.5,49.1,4.8,75.2,33
47037013602,47037013602,TN,Tennessee,Nashville,72.1,10.6,14.1,4.6,1.5,47.4,1.8,55,18.6,20.9,2.4,14.1,22.1,47.6,5.6,20.5,22.6,18.9,84.1,19.4,33.1,81.5,10.2,28.5,46.1,1.8,49.9,31.5
47037013700,47037013700,TN,Tennessee,Nashville,76.5,32.8,10.4,10.2,5.8,73.5,4.5,59,20.1,24.8,8.3,13.3,26.1,47.3,18.6,20.5,48.8,40.7,83.3,16.5,42.7,85.6,18.5,37.5,47.2,6.2,82.5,28.4
47037013800,47037013800,TN,Tennessee,Nashville,77.7,34.1,10.4,10.5,5.7,75.4,4.6,57.5,19.2,24.2,8.5,13.1,28.7,44.3,20.4,21.8,52,41.3,82.8,16.6,46.3,85.9,19.6,40.3,49.8,6.6,83.1,30.7
47037013900,47037013900,TN,Tennessee,Nashville,76.4,36.4,9.3,13,5.3,72.7,5.3,50.5,16.4,19.6,9.8,14.2,33.2,36.9,23,25,53,42.4,83.7,19.7,49.9,85.6,23.5,45.2,51.5,8,82.8,38.3
47037014200,47037014200,TN,Tennessee,Nashville,73.6,25.6,10.7,9.5,3.5,61.3,3.8,51.6,16.8,20.4,6,14.8,30.5,39,15.2,23.8,41,35,84.4,20.9,44.7,83.9,18.5,39.3,50.4,5.1,74.2,35.3
47037014300,47037014300,TN,Tennessee,Nashville,76.4,32.2,11,9.9,5.2,75.4,4.2,57.1,19.8,23.9,7.6,13.3,28.4,46.4,18.7,20.9,49.4,39.9,84,16.8,45,86,18.9,38,49.4,5.8,82.1,28.4
47037014400,47037014400,TN,Tennessee,Nashville,73.9,27,11.4,8.2,4.5,70.1,3.6,59.5,22.7,26.1,5.6,13.2,25.3,49.2,14.2,19.1,41.8,35.7,84.3,16.7,41.9,87.3,16.1,33.7,46.9,4.5,77.8,25.3
47037014800,47037014800,TN,Tennessee,Nashville,72.1,30.6,8.8,14,3.5,57.2,4.9,42,13.3,17.1,7.4,17.5,41.7,26.2,19.1,34.4,46.8,38.7,82.3,26.8,51.5,83.6,25.7,51.4,54.3,7.1,75.2,51.2
47037015100,47037015100,TN,Tennessee,Nashville,68.1,27.3,16.8,7.5,6.6,78.3,2.7,65.5,33,36.6,6.4,9.6,21,66,9.4,13.3,33.2,38.3,78.4,12.7,28.7,83.8,13,24.7,37.2,2.9,77.8,13.9
47037015200,47037015200,TN,Tennessee,Nashville,69,31.5,15.7,9.3,7.5,80.4,3.1,64.8,31.5,34.7,7.8,10.2,23.2,63.3,10.9,13.8,35.8,40.1,77.2,13.9,30.4,83.5,15.2,27.7,37.4,3.7,79.9,16.8
47037015300,47037015300,TN,Tennessee,Nashville,71.5,28.7,16.5,6.5,8,84,2.7,71.4,36.7,40.4,6.5,9,16.6,73.5,8.9,9.8,34.1,38.3,78.9,10.5,26.9,85.8,11.2,21.1,34.8,2.8,80.4,9.6
47037015401,47037015401,TN,Tennessee,Nashville,70.8,30.7,15.7,8,7.6,82.6,2.9,68.8,33.5,38.6,7.1,9.7,20.1,68.5,10.6,11.6,36.3,40.5,78.6,12.1,29.4,84.1,13.3,24.6,36.6,3.2,80.7,12.3
47037015402,47037015402,TN,Tennessee,Nashville,69.2,28.2,17,7.7,6.8,78.5,2.7,67.6,33.6,39,6.5,9.8,21.8,66.4,9.8,13.4,35,39.2,77.7,12.8,30.1,83.8,13.1,25.1,37.6,3,78.6,13.5
47037015404,47037015404,TN,Tennessee,Nashville,71,32.5,14.6,9.1,8.5,78.3,3.5,65.4,31.7,32.3,8.8,9.8,20.6,62.6,11.4,16.7,38.1,40.7,77.7,12.8,29.2,83.4,14.9,29.4,36.6,4.2,81.4,17.6
47037015405,47037015405,TN,Tennessee,Nashville,68.2,26,17.5,7.2,5.8,77.3,2.5,66.5,32.5,37.9,5.5,10.1,22.6,65.7,9.2,13,33.2,37.3,79.3,13.5,31,84.1,12.8,24.3,39,2.7,76.6,12.9
47037015501,47037015501,TN,Tennessee,Nashville,67.6,23.9,18.5,6.2,5.9,77.3,2.3,68.4,33.7,37.5,5.2,9.4,19.9,68.6,8,11.5,29.8,34.8,79.2,12.2,27.7,83.7,11.1,21.9,37.1,2.4,75.6,11.6
47037015502,47037015502,TN,Tennessee,Nashville,67.5,28.2,16.4,8.6,6.2,77.1,2.8,63.2,30.7,34.5,6.6,10.4,24.7,61,10.2,15.1,33.5,38,77.7,14.6,32,83.5,14.7,27.7,39,3.2,76.8,16.8
47037015609,47037015609,TN,Tennessee,Nashville,64.6,16.2,21.6,4.1,3.9,74,1.6,69.6,36.4,42.7,2.8,9.2,17.7,72,5,10.3,21.4,27.2,80.1,11.6,24.6,84.6,8.2,17.1,37,1.4,66.4,8.7
47037015610,47037015610,TN,Tennessee,Nashville,67.7,22.3,19.1,5.5,5.4,77.7,2.1,69.8,34.8,40.5,4.4,9.5,18.9,71.3,7.3,10.4,28.9,34,80,11.8,27.6,84.8,10.3,19.9,37.1,2.1,74.5,9.9
47037015612,47037015612,TN,Tennessee,Nashville,68,21.6,17.4,6,4.4,74.5,2.3,64.4,30.7,35.4,4.3,10.4,22.3,62.6,8.4,14.8,29.8,32.1,81.1,13.7,32.8,85.5,11.8,24.3,41.1,2.4,72,13.8
47037015613,47037015613,TN,Tennessee,Nashville,64.5,20.4,17.6,7.3,3.4,64.6,2.5,54.3,26.2,29.6,4.8,10.6,30.7,47.2,9.8,24.7,31.7,32.7,77.7,16.7,37.3,82.7,14.7,32.3,45.3,2.8,67.3,23.1
47037015614,47037015614,TN,Tennessee,Nashville,67.1,21.1,16.8,6,4,72.8,2.3,61.6,28.8,33.3,4.2,10.3,22.6,60.2,9,17.7,30.3,32.7,80.9,14,33.2,85.2,12.4,26.3,41.7,2.4,72.2,15.1
47037015615,47037015615,TN,Tennessee,Nashville,65.7,24,14.7,8.2,4.1,68.1,3,55.6,24.4,28.8,5.6,11.1,27.5,49.1,11.6,25.7,34,36.4,78.8,16.8,37.2,83.4,16.3,34.3,43.7,3.3,72.9,23.2
47037015617,47037015617,TN,Tennessee,Nashville,72.7,28.9,15.4,7,6.9,82.6,2.7,69.6,33,39.2,6.2,10.1,18.6,69.8,10.5,11.1,36.2,38.6,80.1,11.8,30.6,85,12.4,23.2,37.9,3,80.5,11.1
47037015618,47037015618,TN,Tennessee,Nashville,70.6,26.2,15.9,7.1,5.4,77.7,2.7,65.7,29.8,35.8,5.6,10.5,22.4,62.5,10.8,15,35.6,36.6,80.9,13.5,34.2,85.2,13.3,26.5,41.6,3,77.6,14.4
47037015619,47037015619,TN,Tennessee,Nashville,71,24.2,16.7,5.7,5.4,81.8,2.3,68.3,32.4,39.5,4.6,9.8,18.9,69.1,9.3,11.4,32.4,34.4,81.5,11.7,31.6,86.2,11.2,22.1,39.9,2.4,76.9,10.4
47037015620,47037015620,TN,Tennessee,Nashville,68.8,24.1,15.6,7.2,4.4,73.6,2.7,60,26.6,32.3,4.9,11.1,25.7,56.2,10.7,19,34.2,34.6,80.5,15.3,36.8,85.2,14.3,29.7,44,3,74.2,17.9
47037015622,47037015622,TN,Tennessee,Nashville,67.7,24.5,17.6,6.7,5.3,78.6,2.4,66,31.9,37.8,5,10,22,65.9,8.9,12.9,31.1,35.2,79.9,13.2,31.6,85.1,12.4,23.7,39.2,2.5,75.1,12.8
47037015623,47037015623,TN,Tennessee,Nashville,67.3,24.9,16.3,7.7,5.1,72.7,2.6,61.7,29.6,34.4,5.4,11.2,24.4,59.8,9.3,15.8,32.4,35.7,78.8,15.3,32.6,84.7,13.9,26.9,40.4,2.9,74.2,16.8
47037015624,47037015624,TN,Tennessee,Nashville,66.3,21.1,18.8,5.9,4.4,74.6,2.1,64.8,31.2,37.6,4,10.3,22.7,64.7,7.5,13.2,27.4,31.6,80.1,13.9,30.8,84.8,11.5,22.9,40,2.1,71.1,12.8
47037015625,47037015625,TN,Tennessee,Nashville,67,24.4,17.1,7,5,77.5,2.4,63.3,30.1,36,4.8,10.4,23.7,63.2,8.7,13.4,29.7,34.2,79.9,14.2,32,84.7,12.9,25,39.8,2.5,73.9,13.9
47037015626,47037015626,TN,Tennessee,Nashville,68,18.6,17.9,5.2,3.4,73,2.1,62.1,28.9,34.5,3.4,10.5,22.8,60.8,7.9,16.2,27.9,28.9,81.9,13.9,33.8,85.3,11.2,24.6,43.3,2.1,69,13.5
47037015627,47037015627,TN,Tennessee,Nashville,67.5,25.2,15.1,8.2,4.6,72.9,2.8,58.3,26.7,31.8,5.6,11.3,27.3,52.7,11.5,22.6,33.6,35.6,78.8,16.1,35.8,83.1,15.6,32.5,43.8,3.3,74.6,20.8
47037015628,47037015628,TN,Tennessee,Nashville,68.9,20.8,16.2,6.3,4.2,68.3,2.5,61.9,27.6,30.8,4.3,11.4,24.3,55.8,8.8,20.1,31.7,31.1,79.9,15.2,34.6,85.1,12.7,28.2,43.9,2.7,70.3,18.9
47037015629,47037015629,TN,Tennessee,Nashville,67.8,16.9,17.5,4.7,3.2,69.2,2,64.9,30,35.7,3,10.6,20.5,61.7,6.9,15.6,26.6,27.5,82.6,13.6,32.3,86.1,10.1,23,41.9,1.9,66.6,13
47037015630,47037015630,TN,Tennessee,Nashville,68.9,18.2,17.9,4.6,3.5,75.1,2,64.9,30.1,36.7,3,10.4,20.8,64.6,7.4,13.4,28.6,28.5,83.1,12.9,33.2,87.2,10.2,21.9,42.8,1.9,69.6,11.8
47037015631,47037015631,TN,Tennessee,Nashville,68.1,22.5,17,6.3,4.4,75.6,2.3,62.9,30.1,35.9,4.4,10.5,23.6,61.4,9.1,16.3,31.1,33.1,79.7,14.1,33.7,85.1,12.6,26,42.2,2.5,73.1,14.6
47037015700,47037015700,TN,Tennessee,Nashville,68,29,15.4,9.1,6.3,74,3.2,60.5,28.9,32.4,7.6,10.4,24.5,57.2,11.7,20.2,36.9,40.4,77.6,14.7,32.9,82.9,15.8,31.2,39.7,3.7,78.3,19.9
